initial_altitude_km,satellite_mass_kg,cross_sectional_area_m2,orbital_eccentricity,solar_activity_index,drag_coefficient,decay_time_days
423.687253,66.624002,0.135194,0.004979,72.885068,2.272113,11735.854606
441.285225,1.839731,0.023897,0.034156,237.862008,1.619573,318.182967
432.688611,312.129150,1.862534,0.020321,228.370795,2.649521,446.765339
252.515189,205.741715,1.069535,0.010090,233.588770,1.964538,100.116272
320.386528,15.202149,0.707727,0.037823,155.348430,1.776067,57.556772
216.133541,19.854139,0.042393,0.023428,96.632500,1.989255,575.947887
252.141252,18.181223,0.220535,0.038453,146.591019,1.805302,97.599190
378.330220,194.598404,1.738372,0.044262,85.607182,2.724983,999.055421
531.826333,361.999811,1.071153,0.046770,205.256197,1.700543,3038.733721
345.361573,445.714757,1.976737,0.013778,129.791054,2.907272,720.784904
571.761394,1.682796,0.145101,0.039900,202.938290,1.807204,128.441197
313.106183,189.223689,1.167248,0.049147,185.699934,1.956736,253.346399
520.736067,19.869032,0.045323,0.043477,102.518357,2.151796,10275.597844
330.488203,126.491158,1.686980,0.019688,179.478048,2.634288,123.983259
291.332501,1.776592,0.115982,0.014996,155.375560,1.587687,35.061803
359.993207,8.923350,0.621476,0.029165,229.181817,1.586088,33.175572
465.895682,346.168337,4.516247,0.035055,143.931678,2.129002,708.754001
464.537072,12.944382,0.320506,0.018413,246.225731,1.557601,203.030584
563.972063,88.939435,0.234782,0.029104,213.604843,2.575893,2661.453689
390.043346,55.861529,3.880421,0.048335,195.489926,2.079076,41.677981
392.223976,10.166997,0.040925,0.027486,145.089570,1.603131,1742.947650
530.585844,6.472774,0.074581,0.002731,244.932154,2.336533,471.687341
387.762737,1.806925,0.078267,0.015245,104.681751,2.786787,167.963760
512.019235,267.873247,6.603484,0.011374,99.913300,2.207440,1019.589762
337.210685,117.109237,0.240473,0.024262,102.249505,2.982186,2070.734180
483.868537,17.460199,0.070061,0.002509,87.405021,2.975567,5076.912856
273.720559,3.337246,0.253024,0.001092,209.407409,1.559043,14.880505
442.358726,21.549033,1.930499,0.001355,211.030270,2.142528,48.500385
557.321798,226.353029,4.594874,0.026777,155.857011,2.149260,710.209281
557.573404,145.275934,0.336416,0.030753,236.843361,2.003725,3109.422681
381.129922,6.525170,0.070413,0.047944,95.706575,1.918041,973.647024
311.603316,1.792130,0.017690,0.049940,79.893935,2.107453,657.575646
261.808332,152.306672,4.090495,0.025523,116.582634,2.159344,67.519815
586.623376,5.343703,0.010436,0.016744,172.753709,2.917061,5463.709113
524.273428,256.821973,0.409846,0.004566,99.060583,2.922554,13299.899665
205.678654,144.468088,0.870041,0.022497,194.723604,1.886448,48.024471
415.288041,249.668181,0.474241,0.020282,100.449141,2.299985,6189.748535
441.298169,306.059486,4.431536,0.027189,195.094624,1.840892,367.106342
348.389485,10.196623,0.197434,0.008523,139.212846,2.658228,166.956787
512.711930,114.195171,2.691140,0.039701,173.768003,2.226260,358.295312
295.315868,8.381268,0.880831,0.025225,116.952864,1.836574,31.901603
404.437529,8.324914,0.026203,0.048348,172.815853,2.168277,1244.323867
427.682585,1.137294,0.018939,0.029155,199.242552,2.801969,180.919019
383.160118,124.568190,0.271320,0.043353,113.919154,2.091719,3342.931521
339.220782,18.899235,0.378688,0.048331,149.819039,2.843334,105.363775
475.107683,1.669800,0.144166,0.036824,79.298324,1.910212,369.795963
341.389277,1.775191,0.084802,0.024551,127.732045,1.973450,94.006269
589.961709,26.308342,0.053064,0.022236,173.778098,2.116670,7216.576728
472.512844,2.830378,0.015570,0.030366,85.944101,2.573977,3738.593194
438.457060,49.947615,3.399684,0.010548,221.491961,2.609372,45.307334
448.093940,1.288827,0.043715,0.006282,122.151037,2.317202,325.352960
364.457735,477.378512,8.094071,0.010873,136.002198,2.556047,239.829231
520.055033,8.711981,0.329441,0.003402,127.042745,1.862488,550.662060
511.091164,17.794082,0.086797,0.042243,134.741601,2.787484,2145.644406
224.362217,55.673431,1.202632,0.000491,143.652866,2.552348,27.850588
506.498189,85.059152,1.517245,0.040581,122.905017,1.956142,963.768539
477.168092,79.024709,0.488193,0.011258,189.217224,2.981053,762.228543
500.719265,23.740964,0.546941,0.013733,155.398285,2.352403,427.439743
324.094113,5.998812,0.246579,0.025207,128.105763,1.772645,100.465739
253.313703,46.579721,2.126335,0.043385,197.371705,2.891619,9.496775
523.182931,187.084887,0.539585,0.005698,185.903432,2.651647,2585.705767
458.562950,2.338017,0.017553,0.026435,76.187835,2.187545,3679.357750
374.005838,352.095059,2.426803,0.027271,94.014940,1.938983,1564.561964
265.341780,16.493552,0.252222,0.007276,227.882961,1.656470,51.819958
242.684728,2.409421,0.016820,0.043400,219.073456,2.474334,50.500992
244.958811,3.111377,0.142947,0.012874,94.419064,1.573963,63.213924
577.193114,30.261415,1.613471,0.041749,197.863270,2.415564,166.512319
310.039553,2.370425,0.068769,0.017048,249.581007,2.458662,27.079979
572.268902,487.825358,2.407952,0.034834,200.558750,1.536967,2745.837707
226.110703,20.146310,0.892404,0.032315,186.521584,2.732759,7.380112
592.993032,178.321885,3.014192,0.021957,77.190635,2.867728,2784.648864
480.599641,418.547489,6.104732,0.002755,146.841051,2.189015,729.587232
456.434441,53.140319,0.120276,0.026266,81.889955,1.967479,11743.274127
391.146942,10.637324,0.063743,0.034126,189.201788,2.032926,554.872834
326.267392,355.502595,4.065254,0.032775,77.163483,1.687877,943.012441
556.332859,436.042565,2.909231,0.022965,83.854453,2.173557,6563.095930
297.862022,12.376980,0.448448,0.041942,227.881684,2.131951,23.402588
276.997260,2.263448,0.014006,0.045556,217.691351,1.652818,144.532305
537.491517,28.706453,1.861828,0.017120,168.365745,2.157066,177.423992
432.974031,6.450638,0.579956,0.009412,103.164757,1.779885,191.579663
536.139271,17.993273,0.095547,0.002450,173.098650,1.526247,3026.499071
339.845760,160.055044,0.753268,0.013711,74.789506,2.394520,2103.010565
432.302400,1.239412,0.023896,0.033762,107.058758,2.612526,523.204531
251.942805,5.238813,0.035670,0.042930,243.291865,2.514294,49.243311
242.260138,372.336574,1.287750,0.028938,181.291304,2.719276,135.961684
533.783301,20.243697,0.834338,0.037376,223.153496,1.584321,210.053587
325.664826,38.584483,1.369811,0.001671,174.362712,2.936957,44.344124
400.247813,1.053019,0.029531,0.007331,186.267021,2.867678,102.030402
473.371766,11.349300,0.164594,0.037741,125.703264,2.390527,756.320699
593.635786,5.042015,0.057144,0.014741,133.818678,1.938373,2341.473258
566.115976,85.205970,0.688022,0.044791,88.625511,1.898528,5537.293501
587.330784,1.301927,0.036720,0.047286,191.827608,2.179325,382.541115
321.494018,104.470065,2.436324,0.007193,88.838879,1.639526,381.759781
528.588501,160.371764,1.116898,0.032791,166.709621,2.031097,1612.635535
451.493606,158.401548,0.511083,0.001950,152.002021,1.899152,2926.058033
532.956417,492.814766,2.359448,0.008181,194.519975,2.987437,1340.198031
474.671445,192.033864,0.971060,0.039928,89.265244,1.865422,5156.455480
452.254118,470.434679,2.224453,0.021888,125.866760,2.145214,2340.824950
269.912514,1.164956,0.063678,0.036872,115.510732,2.812115,28.064282
564.883295,2.481295,0.012144,0.036053,116.287423,2.449768,4433.993771
350.128538,27.703678,0.905406,0.007305,218.140643,2.440130,49.046198
362.078857,27.059435,0.064401,0.005373,73.044304,2.394065,5559.862681
527.870801,457.991360,2.284169,0.010572,117.730733,2.999025,3047.464177
401.150208,18.144562,0.030988,0.006787,245.938873,2.692665,1092.162365
319.769250,171.770537,4.739000,0.013586,216.872042,1.650232,61.762588
592.553334,141.457174,0.244329,0.020808,99.976932,2.444525,15000.000000
228.027478,92.715822,0.309193,0.006019,174.538345,1.584938,215.909175
537.178193,2.596587,0.121241,0.035429,201.737093,2.168830,166.726188
454.920863,104.926191,0.265217,0.018077,166.263904,1.606045,3657.506672
526.422703,58.904898,0.170934,0.039820,177.174664,2.148101,3165.229403
294.589965,2.021506,0.030728,0.036802,127.602900,1.817260,181.588454
583.898289,7.403914,0.027016,0.043189,143.219275,2.777372,3905.984769
203.447601,211.920623,3.651159,0.029330,151.971083,1.529959,29.884632
487.227264,151.716563,0.582497,0.036611,111.943414,2.164041,4283.539877
284.305240,2.807846,0.059553,0.031402,219.389127,1.855081,42.886760
546.804643,21.135908,0.759290,0.022404,157.822035,2.503902,321.754274
343.497004,400.608232,2.925567,0.024009,157.459409,2.993468,284.750414
380.452028,6.742309,0.246495,0.029312,158.626069,2.578049,91.097255
298.327435,90.671819,0.784573,0.016770,241.407523,2.872263,71.781381
417.176178,21.227772,0.219090,0.018791,87.846300,1.694071,2008.451188
511.193989,464.616641,1.352899,0.008228,143.139802,1.830706,5475.359896
367.569450,11.080082,0.071815,0.004211,247.223661,2.275908,252.900774
434.323358,5.721753,0.054496,0.048292,101.461298,1.664224,1772.495468
487.024553,7.531186,0.017214,0.033671,180.609903,2.665232,2490.005138
332.365906,186.310946,1.132858,0.049401,140.090160,1.872431,551.633675
586.243933,431.240885,2.994468,0.016925,71.276526,2.012356,10934.436296
258.643320,7.642792,0.737294,0.039504,180.932335,1.739500,9.617671
323.567089,341.216655,6.941588,0.038487,215.968335,2.053088,65.085139
362.585087,8.472164,0.018292,0.024194,231.555819,2.657754,653.370581
574.597333,145.286017,0.454882,0.039566,106.164041,2.738302,7617.534263
580.904031,64.550127,0.861887,0.007495,166.764605,1.574790,1574.972960
206.787652,7.794426,0.501852,0.002229,95.751151,2.940550,11.366006
572.906754,24.904576,0.239160,0.041133,72.390617,2.498921,5345.813448
399.587178,45.833102,0.285675,0.034222,160.579675,1.608320,973.234419
259.752654,4.030546,0.029622,0.008619,227.031021,2.472385,66.610314
584.935223,79.012406,2.576798,0.003645,182.829923,2.277548,390.526880
527.128829,7.063825,0.024970,0.025093,151.892238,2.968421,2611.455631
418.766206,50.519595,0.154673,0.004474,145.237135,2.319371,2122.531340
236.288353,3.185002,0.020114,0.043738,93.202465,1.894043,303.270203
449.255141,6.315022,0.050939,0.039446,112.064281,2.034101,1647.942642
485.464113,3.447897,0.024062,0.006340,225.987224,2.810517,558.157839
371.016742,4.345161,0.329928,0.035017,206.596264,1.741290,36.344479
525.850022,17.976046,0.152255,0.025676,241.050260,2.904245,480.514475
539.281251,202.356476,0.658171,0.023595,158.256248,2.239474,3771.680234
333.319944,71.971956,0.288037,0.028639,112.900698,2.237892,1120.513193
333.618219,230.875723,8.431103,0.011942,240.870611,1.660231,44.880877
322.835097,7.890199,0.117402,0.016157,167.939552,1.552739,197.831792
378.921103,9.025584,0.236208,0.018867,116.480826,2.948277,198.103401
503.808059,99.027103,2.126156,0.035465,73.806968,1.808982,2167.117318
335.493182,51.960529,3.611004,0.010249,203.559170,2.345606,23.179736
279.278555,255.865836,5.220775,0.017626,200.083043,2.811597,33.999356
250.654850,129.021398,6.781084,0.024652,84.748919,1.767780,63.098721
590.595864,37.952646,1.279959,0.046164,168.068442,2.064389,437.436770
463.560723,2.955269,0.161617,0.013252,190.970710,2.983688,76.566133
599.784272,1.243025,0.028431,0.039336,161.750694,2.703411,565.409231
313.869896,52.063758,3.725826,0.037816,167.139122,2.063957,26.236352
364.199485,10.931787,0.121618,0.031870,214.328662,2.899789,132.197465
243.360149,30.249510,0.289817,0.039158,100.261258,2.813900,135.594994
450.036621,94.486049,5.316487,0.028989,167.239108,2.919280,83.338825
212.988309,10.029462,0.029131,0.036167,94.490122,2.615029,299.660576
320.470235,10.581623,0.166811,0.018615,115.839478,1.873465,291.769067
594.627796,1.335083,0.014572,0.007109,79.508661,1.583890,7815.032802
534.575895,160.089844,7.237040,0.026350,171.087011,2.267908,224.590814
437.398566,25.312064,2.559129,0.005817,244.621040,1.815177,36.938458
515.214060,126.301381,0.848047,0.006781,96.213156,1.945821,4703.069571
513.098270,126.613977,3.361872,0.034596,98.053277,2.906222,695.307795
283.722430,262.635402,0.892823,0.035164,142.454744,1.608783,657.660767
236.167591,1.003967,0.014245,0.012928,130.698248,2.921785,52.697738
398.606169,444.741674,2.567506,0.020049,133.127762,1.684978,1460.822985
261.365153,308.262508,1.323381,0.018668,97.253880,2.049827,626.825793
276.152715,149.537868,9.074078,0.005290,183.077187,2.050083,18.368664
512.272830,3.041194,0.033381,0.028928,234.041527,2.085358,496.084727
351.481342,459.976493,1.120498,0.032211,187.130389,2.764717,714.068278
237.939677,3.934582,0.031649,0.037025,206.246832,2.316189,49.105593
518.968222,2.621992,0.102904,0.004307,153.485768,2.580167,269.948960
207.232437,454.376382,3.227557,0.027494,181.524867,2.100495,42.387303
286.185163,250.937426,0.659191,0.042577,98.190307,1.680723,1603.276314
592.568570,197.326693,6.097021,0.015153,184.880395,1.646065,561.427484
226.250435,3.920096,0.124079,0.029543,187.491062,2.324118,12.177639
537.472212,244.435448,1.383000,0.041343,171.277976,1.792414,2197.127662
283.004598,117.350892,0.227324,0.043386,147.780923,2.353219,711.438797
257.114255,175.743076,0.565075,0.047585,127.549753,2.084152,429.418653
233.303063,20.873563,0.285628,0.015576,210.926251,2.586837,24.534184
511.163763,16.505311,0.378303,0.022156,137.714284,2.073545,629.836742
523.519778,1.992978,0.068009,0.026213,190.730919,2.042652,254.423365
573.365251,10.364994,0.715005,0.028859,186.589610,2.585302,136.349002
403.803549,175.756796,7.115971,0.017971,84.665302,2.318625,359.508740
363.479825,74.843024,0.411419,0.002635,76.761921,2.200025,2449.465584
403.482394,4.725044,0.241066,0.037238,100.282584,1.864687,244.790881
314.511945,42.173962,0.179112,0.032262,187.174914,1.871194,408.252885
229.234036,1.614405,0.010521,0.049000,177.326544,1.910500,78.899230
407.282293,143.891270,0.418464,0.028462,235.738753,1.556293,1173.633437
383.281922,4.742131,0.052570,0.033680,81.681870,2.917526,886.137915
387.921729,6.734604,0.324458,0.029107,134.218688,2.183198,117.881229
532.081154,18.796469,0.042466,0.016918,238.394144,2.496018,2281.508620
215.767034,268.748892,0.633292,0.041381,244.215622,2.611963,69.954666
412.020936,42.320618,0.469630,0.012333,152.730655,1.541762,743.183082
497.054396,86.194581,1.780256,0.028248,85.865604,1.919650,1584.882283
477.360341,11.369103,0.209802,0.013895,159.674074,2.985964,343.341714
542.780052,5.815117,0.015111,0.044122,106.631999,2.526314,8142.527833
555.439712,5.497419,0.013911,0.015729,162.175944,1.993611,5857.993584
340.892390,10.523086,0.143436,0.019803,105.848242,2.784858,330.976750
566.166481,1.219711,0.014952,0.025256,247.906702,2.642902,437.673741
304.909729,13.802314,0.063806,0.007845,240.561723,2.154106,201.152265
436.321813,204.272292,2.108424,0.047064,228.694363,2.582174,248.852129
424.857902,5.921016,0.064060,0.005737,92.704778,2.329056,1402.072269
208.414761,242.622357,2.277984,0.001624,177.149831,2.584259,30.538277
225.440575,5.726668,0.091389,0.042055,249.432871,2.327532,13.611404
562.661319,1.155379,0.110120,0.030771,143.028596,1.786863,216.021779
306.091409,4.432799,0.014658,0.047440,118.248494,2.529137,763.427230
415.248404,312.028708,2.962710,0.046702,207.943231,1.605825,438.485777
459.007918,2.506568,0.022449,0.035698,236.438550,2.953417,289.560534
411.271089,1.034699,0.010719,0.029625,156.848751,1.690309,650.062908
277.936197,81.982046,1.393440,0.047525,139.049627,2.236996,87.650822
441.517103,10.514542,0.024655,0.020541,109.185964,1.948389,6232.197513
203.987694,341.904606,1.171424,0.040381,208.865202,1.627149,77.874621
220.933143,4.883958,0.049970,0.042276,213.834786,2.674273,22.239280
538.131990,1.352653,0.043191,0.049038,98.024668,2.590744,720.278149
517.015907,31.432139,3.204293,0.003333,249.740945,1.780361,62.153041
346.146737,5.509712,0.010649,0.027731,232.293621,2.762423,587.453107
230.164870,37.535553,0.662094,0.033466,229.888995,1.875538,19.966154
275.399941,1.700487,0.018128,0.048366,118.347808,2.707450,148.621675
423.654663,15.313839,0.367699,0.007222,149.571918,2.254175,272.042072
582.070064,2.589747,0.029142,0.016176,103.086320,1.860227,3683.647776
342.477577,31.994148,0.485660,0.028006,139.563262,2.545520,195.472485
202.345891,136.071119,1.059357,0.044063,84.018218,1.617765,168.139110
348.196575,3.863826,0.018191,0.044085,239.543006,2.353382,258.779829
467.661662,52.544055,2.352561,0.023535,78.846710,2.115456,645.358556
381.583533,11.995894,0.065606,0.019201,223.791912,1.952493,452.044826
247.000736,46.581412,0.615433,0.046038,174.685991,1.877997,56.316435
346.411306,9.160103,0.407922,0.026164,91.014622,2.710661,141.441498
574.628087,51.821785,2.003090,0.043477,207.537206,1.962528,254.471358
491.397574,3.360201,0.021862,0.018564,160.305850,1.799505,1734.918643
362.546562,57.806876,2.651517,0.027041,217.304915,2.227609,40.733849
477.151371,19.928007,0.993793,0.034976,144.163193,2.333806,182.274462
409.868923,2.207348,0.018039,0.016900,233.235984,2.459062,285.878294
379.921596,27.722247,0.063534,0.039707,159.027469,2.634534,1360.835125
364.239479,7.571746,0.018464,0.044813,193.428298,2.847895,707.524179
545.997990,2.880919,0.056699,0.008917,113.086571,1.980930,1404.529402
328.227034,5.258978,0.109687,0.014809,173.011087,1.702468,129.993598
498.580852,7.465421,0.028572,0.037839,129.760126,2.840265,2691.616613
453.513314,6.112386,0.050068,0.027765,164.964332,1.879802,938.175372
545.761195,4.790556,0.113535,0.034707,72.902436,1.964053,2387.161569
417.393771,292.050217,2.568245,0.039507,109.200544,1.609104,1569.485261
424.750782,23.667991,0.076578,0.033093,133.995363,2.611325,1968.858823
428.485167,224.523213,2.843744,0.018948,124.498169,2.618097,617.453026
529.497785,3.800680,0.049227,0.020755,86.081182,2.785544,2170.550791
316.478582,43.488987,0.614033,0.003776,218.964619,2.658401,73.299550
235.860892,56.457401,0.239276,0.004485,243.077870,2.006039,86.024082
289.441019,2.911315,0.022177,0.017230,98.977198,2.900183,358.877721
295.249937,239.077799,1.767229,0.008554,90.383821,2.907671,481.291821
597.825703,4.522349,0.072813,0.003704,248.709784,2.518758,439.312429
423.151673,184.017948,3.240338,0.004323,70.257102,1.956461,1674.481531
428.926074,143.308111,5.116137,0.014342,120.481912,2.998811,206.640837
517.136018,43.370268,0.096553,0.048754,111.812138,2.858635,6518.911418
245.136218,5.482166,0.072740,0.031805,99.651561,2.805037,104.905901
494.717827,12.198658,0.279062,0.049464,79.854097,2.180124,1320.167670
401.253422,425.439518,1.095686,0.036462,227.454473,1.973904,1032.256091
420.218120,11.943268,0.252442,0.015175,141.726177,2.738832,265.832886
314.231846,1.714029,0.014835,0.015642,87.648017,2.942417,526.088917
244.217267,345.366431,1.653575,0.023218,147.985168,1.829084,221.768124
390.858550,329.688007,1.346961,0.011778,237.850712,1.696322,693.794703
392.890092,71.787141,2.712150,0.048762,243.838680,2.280485,48.035299
278.897066,6.438870,0.018494,0.033805,142.900198,1.820306,644.179037
404.610256,43.480907,0.720053,0.045206,98.175258,2.877782,499.042772
563.364043,10.429170,0.066922,0.000970,128.861218,2.671936,2852.004584
563.834678,8.884603,0.017106,0.003595,233.621006,2.450834,3531.744189
412.944094,252.033228,2.686603,0.019642,102.337219,1.955046,1233.933863
233.165833,2.521161,0.037889,0.017011,224.066534,2.430002,21.173538
276.442249,2.738966,0.092270,0.013279,208.102011,2.653146,19.846576
386.194789,1.661037,0.028067,0.046587,107.236938,2.914794,350.317577
403.994032,14.671371,0.298685,0.045038,237.400968,2.190874,108.306732
558.494500,3.448894,0.048882,0.000183,127.610722,2.710062,1264.317590
540.595673,1.079078,0.044267,0.020804,246.013665,2.224599,138.322168
316.746871,16.809956,0.172123,0.018968,233.950161,1.759136,129.303192
573.764318,1.148399,0.013142,0.010514,171.859949,1.572696,1662.337516
361.215503,214.129111,4.939989,0.034904,184.865182,2.473731,93.835888
251.501775,91.272451,0.311778,0.023759,127.106651,2.921435,287.966786
324.013610,8.165288,0.499998,0.043358,191.141470,2.717952,20.114626
505.317965,16.710886,1.812097,0.011434,228.849119,1.704755,64.744744
389.509317,18.581895,0.419080,0.000355,217.491682,2.170158,118.401478
470.920275,443.000120,7.262914,0.047799,165.641192,2.553944,362.586539
456.844094,38.470790,0.958096,0.006323,221.659810,1.947226,192.111296
388.326568,19.767706,0.436360,0.030084,80.922952,1.798395,776.731234
573.928816,19.073221,0.258296,0.042127,124.577475,2.752435,1298.478543
431.894846,1.859204,0.013074,0.045579,132.211630,2.500555,982.744066
274.709011,23.914492,0.398716,0.038338,133.115684,2.746869,77.681735
200.096402,15.036611,0.069027,0.010412,115.086930,1.861867,148.311096
276.608529,1.798996,0.117277,0.043282,113.442947,2.256395,32.559589
499.060730,167.380712,0.647753,0.040840,242.726587,2.326036,1045.907683
397.336635,14.154065,1.000291,0.049216,139.026602,1.560104,107.033373
313.715316,19.531939,0.062359,0.029338,150.231368,2.378667,635.075537
379.453037,46.863769,0.867243,0.033181,211.114933,2.306538,117.648368
551.300987,1.784315,0.022869,0.046494,157.083441,2.290883,944.710151
521.062498,136.226853,0.363657,0.044981,233.948360,1.870448,2281.134992
470.837514,4.743385,0.310956,0.006551,178.172295,2.667774,86.967630
261.937073,1.698456,0.016722,0.018252,147.838690,1.774384,150.070488
401.476704,128.418392,1.640161,0.028699,184.732830,1.773938,346.249857
334.243698,1.896765,0.011352,0.021638,157.153210,2.647660,360.996471
461.597689,101.944701,5.883981,0.015492,85.442971,2.427878,371.328438
475.711728,3.003439,0.013520,0.017836,176.646939,1.690654,2023.828322
294.653253,417.853682,0.692158,0.000458,106.251839,2.834623,1678.836397
304.668547,44.522648,0.176905,0.001410,114.054114,1.600487,1229.439169
488.133348,402.382833,3.699110,0.020402,104.429927,2.877428,1616.163826
226.331937,8.199912,0.400045,0.028595,233.343372,2.538859,4.901618
551.785077,2.953693,0.094085,0.024100,82.682922,2.115036,1407.315662
578.048979,5.224529,0.287957,0.023043,190.834796,1.924001,229.961960
495.415616,157.780462,6.875899,0.031313,190.429633,2.800283,120.286193
253.029631,406.265918,1.825749,0.013241,238.046766,2.662009,82.414862
287.623669,125.331269,7.710738,0.030891,208.595251,2.164560,14.516288
556.088268,5.091923,0.087761,0.041138,163.298306,1.905523,823.182138
432.387435,271.992330,1.359457,0.020547,183.259455,2.594834,806.890195
220.786439,10.099696,0.281217,0.022913,117.234895,2.789622,24.593484
554.732616,385.448464,5.790822,0.037486,87.427372,2.067521,2690.587494
284.211395,490.437279,2.059086,0.011681,143.720967,2.252162,407.734757
291.240151,67.120064,0.653452,0.029628,138.386372,2.883335,151.645685
423.956213,113.054595,0.421969,0.025247,101.754144,2.229608,3345.596798
252.431945,1.430841,0.025501,0.046622,240.515242,2.649236,18.140832
407.359851,3.721818,0.165924,0.046699,103.044333,1.668914,298.220115
353.265787,12.893354,0.336775,0.022816,100.738287,2.691994,218.976298
258.981567,473.091733,0.998803,0.028287,198.646417,2.417484,279.057955
297.886239,55.898843,0.146951,0.015114,231.115331,1.697348,432.472164
578.971199,5.473679,0.428187,0.000466,149.630873,2.135037,243.761086
335.421611,29.518192,0.200515,0.030659,226.384197,2.210152,194.034990
527.771141,334.604801,7.692472,0.005988,165.747936,2.858373,379.939402
545.108311,19.493817,0.062496,0.040621,223.611232,1.744354,2583.481540
561.581226,17.042193,1.449171,0.027617,79.091345,1.980994,636.948108
377.791991,24.689239,2.616215,0.009521,190.591628,1.884439,32.206696
231.699842,3.284083,0.091651,0.019312,157.274573,1.787234,28.310008
585.566405,30.290422,0.080236,0.001172,147.431664,2.462370,6622.645588
283.129537,361.464380,0.784134,0.027244,121.031294,2.256105,1004.227010
231.197547,11.388639,0.029892,0.024639,98.928403,1.659195,726.815130
394.987134,3.673872,0.066698,0.031969,93.226554,2.046182,677.206018
555.100610,58.314265,2.332770,0.045686,219.938945,1.560879,248.290710
212.485424,494.685408,8.118488,0.026330,124.590585,2.950298,29.201644
215.716778,12.824532,0.394694,0.022137,240.804919,2.482361,6.159995
392.942483,48.443254,1.638522,0.003401,104.882043,2.554300,254.245128
275.655479,169.102290,0.359318,0.010762,225.092491,2.360238,306.349253
340.923554,47.728141,0.398888,0.002489,118.330014,1.851087,703.875650
577.616511,4.945469,0.063580,0.034693,158.078095,2.094416,1222.682605
381.980311,248.651268,6.215460,0.035332,239.315200,2.206177,73.793106
417.784533,13.830213,0.039023,0.038023,247.287240,1.752661,1039.602128
550.145296,97.837800,0.275680,0.022692,167.309979,2.556740,3682.796163
349.282948,400.284814,1.053321,0.028956,104.033978,2.239871,2321.911562
453.307567,4.284426,0.381885,0.030209,91.772919,1.649244,279.726461
361.114214,215.968765,9.147454,0.004461,147.576951,2.383215,87.948785
424.460085,41.595009,0.072240,0.016271,87.053005,2.531155,8671.041636
369.523274,6.899080,0.068336,0.001235,215.846643,2.474796,199.797214
428.963090,88.681908,0.613192,0.018181,109.026570,2.106779,1795.805324
438.846648,76.961567,0.285606,0.022334,115.746510,2.136278,3151.164526
417.362341,6.202432,0.038788,0.009090,85.463870,1.957141,3116.085639
476.030142,155.506273,3.538576,0.020789,154.451949,2.085565,410.266688
465.493744,1.138826,0.042768,0.014311,152.818473,2.498677,200.871130
209.218835,1.024069,0.024111,0.010535,110.956098,2.845120,25.411751
455.705153,40.498987,1.329975,0.006710,186.056211,1.612714,238.837713
422.969898,15.734310,0.204854,0.032541,90.929262,1.884032,1346.360415
307.149433,21.230260,0.163726,0.043567,249.802846,2.406007,91.878351
290.082840,42.841001,0.127317,0.023973,136.109986,1.885644,785.979588
349.377836,11.532801,0.100561,0.041831,187.141898,2.075302,251.947360
527.161671,11.469061,0.310100,0.043540,162.294982,1.557546,544.526350
466.966212,220.293222,7.581256,0.043578,150.413115,1.519148,340.805856
398.529109,284.165435,0.627816,0.033933,145.761375,2.105470,2476.842816
522.991174,295.805482,3.831251,0.019865,130.632586,1.664034,1654.082572
231.335287,46.807449,0.425240,0.042516,108.313015,1.608862,173.637742
533.157438,60.132648,0.175790,0.006489,170.227305,1.687633,4971.958546
330.776840,6.918241,0.011687,0.046522,220.647010,2.410034,676.114318
245.143258,70.645322,2.295765,0.041029,121.343982,2.414202,33.843026
222.552742,20.607179,0.116021,0.025290,170.862761,2.054074,86.256960
445.073738,60.516564,1.844525,0.027381,185.286993,2.378063,152.241491
289.832953,27.841525,0.112961,0.042022,196.232802,2.250297,234.180142
361.861497,84.248023,0.798704,0.009594,81.018998,2.090523,1305.464727
218.673928,205.054691,0.978443,0.012629,219.335885,2.669298,48.086858
464.787936,7.674120,0.333958,0.031529,150.927803,2.197282,189.732392
411.433681,30.716721,1.451606,0.036776,189.482492,2.715906,61.715591
400.122063,4.568795,0.012975,0.045994,79.928186,2.841149,4099.940924
485.755025,60.959470,0.906703,0.035275,190.920269,2.874965,316.657314
413.821818,1.615350,0.016693,0.020872,201.522222,2.512695,293.356750
276.806500,204.301950,9.346900,0.036246,231.057158,2.759997,10.825316
283.762686,3.508644,0.033888,0.049871,120.593299,1.517670,315.183665
432.091413,22.303085,0.748835,0.016009,190.645716,2.856052,102.917280
334.580141,48.102667,0.155439,0.015659,102.191392,1.816812,2164.464064
298.111722,100.029155,0.206111,0.016027,203.995466,2.172612,539.510603
544.413360,78.332940,0.894993,0.007862,194.312094,2.348795,765.690333
555.874965,47.135305,0.645158,0.045059,205.120423,2.160652,598.158129
330.232453,39.571170,0.741213,0.033368,77.892433,2.975396,334.501348
222.533311,2.618474,0.061387,0.022501,129.884232,1.535826,45.793830
265.887099,26.370863,0.596244,0.025729,106.027758,2.533715,86.072545
228.891739,297.204709,1.819444,0.003662,216.217120,1.721180,75.486860
486.530137,10.645996,0.731801,0.023850,185.610069,2.504078,86.317671
511.151082,166.633096,1.197853,0.017876,119.936812,2.250538,2405.228846
548.387040,121.975027,0.383210,0.038489,171.044048,2.013501,3795.791281
411.950250,426.424804,1.744512,0.024121,86.858341,2.422355,3407.618820
324.681329,18.115081,0.058882,0.041892,83.024306,1.959359,2387.298562
437.193899,23.195416,0.107631,0.033906,144.597366,2.903991,1181.049432
