filename,product,face1,face2,face3
04935.png,8,1,2,4
04936.png,8,1,2,4
04937.png,120,4,5,6
04938.png,90,3,5,6
04939.png,30,1,5,6
04940.png,6,1,2,3
04941.png,72,3,4,6
04942.png,36,2,3,6
04943.png,8,1,2,4
04944.png,10,1,2,5
04945.png,90,3,5,6
04946.png,120,4,5,6
04947.png,48,2,4,6
04948.png,48,2,4,6
04949.png,20,1,4,5
04950.png,90,3,5,6
04951.png,90,3,5,6
04952.png,15,1,3,5
04953.png,6,1,2,3
04954.png,10,1,2,5
04955.png,72,3,4,6
04956.png,120,4,5,6
04957.png,30,1,5,6
04958.png,48,2,4,6
04959.png,20,1,4,5
04960.png,8,1,2,4
04961.png,15,1,3,5
04962.png,6,1,2,3
04963.png,36,2,3,6
04964.png,20,1,4,5
04965.png,60,2,5,6
04966.png,15,1,3,5
04967.png,20,1,4,5
04968.png,12,1,3,4
04969.png,90,3,5,6
04970.png,60,2,5,6
04971.png,120,4,5,6
04972.png,40,2,4,5
04973.png,40,2,4,5
04974.png,10,1,2,5
04975.png,36,2,3,6
04976.png,12,1,3,4
04977.png,6,1,2,3
04978.png,120,4,5,6
04979.png,72,3,4,6
04980.png,120,4,5,6
04981.png,30,1,5,6
04982.png,6,1,2,3
04983.png,20,1,4,5
04984.png,120,4,5,6
04985.png,36,2,3,6
04986.png,120,4,5,6
04987.png,8,1,2,4
04988.png,18,1,3,6
04989.png,48,2,4,6
04990.png,72,3,4,6
04991.png,8,1,2,4
04992.png,10,1,2,5
04993.png,40,2,4,5
04994.png,48,2,4,6
04995.png,6,1,2,3
04996.png,15,1,3,5
04997.png,20,1,4,5
04998.png,60,2,5,6
04999.png,10,1,2,5
05000.png,72,3,4,6
05001.png,8,1,2,4
05002.png,36,2,3,6
05003.png,12,1,3,4
05004.png,6,1,2,3
05005.png,10,1,2,5
05006.png,48,2,4,6
05007.png,120,4,5,6
05008.png,40,2,4,5
05009.png,18,1,3,6
05010.png,120,4,5,6
05011.png,30,1,5,6
05012.png,6,1,2,3
05013.png,6,1,2,3
05014.png,10,1,2,5
05015.png,120,4,5,6
05016.png,120,4,5,6
05017.png,120,4,5,6
05018.png,6,1,2,3
05019.png,120,4,5,6
05020.png,120,4,5,6
05021.png,90,3,5,6
05022.png,90,3,5,6
05023.png,48,2,4,6
05024.png,15,1,3,5
05025.png,48,2,4,6
05026.png,10,1,2,5
05027.png,40,2,4,5
05028.png,12,1,3,4
05029.png,12,1,3,4
05030.png,36,2,3,6
05031.png,10,1,2,5
05032.png,20,1,4,5
05033.png,120,4,5,6
05034.png,60,2,5,6
05035.png,10,1,2,5
05036.png,36,2,3,6
05037.png,6,1,2,3
05038.png,6,1,2,3
05039.png,20,1,4,5
05040.png,18,1,3,6
05041.png,10,1,2,5
05042.png,6,1,2,3
05043.png,40,2,4,5
05044.png,36,2,3,6
05045.png,120,4,5,6
05046.png,20,1,4,5
05047.png,120,4,5,6
05048.png,72,3,4,6
05049.png,24,2,3,4
05050.png,15,1,3,5
05051.png,40,2,4,5
05052.png,120,4,5,6
05053.png,24,2,3,4
05054.png,20,1,4,5
05055.png,72,3,4,6
05056.png,120,4,5,6
05057.png,6,1,2,3
05058.png,20,1,4,5
05059.png,120,4,5,6
05060.png,15,1,3,5
05061.png,36,2,3,6
05062.png,48,2,4,6
05063.png,90,3,5,6
05064.png,120,4,5,6
05065.png,90,3,5,6
05066.png,12,1,3,4
05067.png,90,3,5,6
05068.png,120,4,5,6
05069.png,20,1,4,5
05070.png,36,2,3,6
05071.png,6,1,2,3
05072.png,20,1,4,5
05073.png,72,3,4,6
05074.png,36,2,3,6
05075.png,8,1,2,4
05076.png,20,1,4,5
05077.png,60,2,5,6
05078.png,20,1,4,5
05079.png,30,1,5,6
05080.png,10,1,2,5
05081.png,15,1,3,5
05082.png,90,3,5,6
05083.png,120,4,5,6
05084.png,10,1,2,5
05085.png,24,2,3,4
05086.png,8,1,2,4
05087.png,6,1,2,3
05088.png,120,4,5,6
05089.png,120,4,5,6
05090.png,6,1,2,3
05091.png,20,1,4,5
05092.png,10,1,2,5
05093.png,120,4,5,6
05094.png,30,1,5,6
05095.png,90,3,5,6
05096.png,60,2,5,6
05097.png,120,4,5,6
05098.png,72,3,4,6
05099.png,20,1,4,5
05100.png,72,3,4,6
05101.png,6,1,2,3
05102.png,72,3,4,6
05103.png,48,2,4,6
05104.png,48,2,4,6
05105.png,60,2,5,6
05106.png,60,2,5,6
05107.png,24,2,3,4
05108.png,30,1,5,6
05109.png,8,1,2,4
05110.png,36,2,3,6
05111.png,20,1,4,5
05112.png,30,1,5,6
05113.png,18,1,3,6
05114.png,12,1,3,4
05115.png,36,2,3,6
05116.png,24,2,3,4
05117.png,120,4,5,6
05118.png,6,1,2,3
05119.png,48,2,4,6
05120.png,120,4,5,6
05121.png,10,1,2,5
05122.png,36,2,3,6
05123.png,6,1,2,3
05124.png,6,1,2,3
05125.png,8,1,2,4
05126.png,20,1,4,5
05127.png,120,4,5,6
05128.png,48,2,4,6
05129.png,60,2,5,6
05130.png,10,1,2,5
05131.png,24,2,3,4
05132.png,48,2,4,6
05133.png,20,1,4,5
05134.png,40,2,4,5
05135.png,120,4,5,6
05136.png,36,2,3,6
05137.png,6,1,2,3
05138.png,6,1,2,3
05139.png,10,1,2,5
05140.png,15,1,3,5
05141.png,30,1,5,6
05142.png,120,4,5,6
05143.png,120,4,5,6
05144.png,30,1,5,6
05145.png,36,2,3,6
05146.png,12,1,3,4
05147.png,120,4,5,6
05148.png,6,1,2,3
05149.png,72,3,4,6
05150.png,60,2,5,6
05151.png,48,2,4,6
05152.png,36,2,3,6
05153.png,90,3,5,6
05154.png,36,2,3,6
05155.png,6,1,2,3
05156.png,6,1,2,3
05157.png,72,3,4,6
05158.png,15,1,3,5
05159.png,6,1,2,3
05160.png,72,3,4,6
05161.png,30,1,5,6
05162.png,30,1,5,6
05163.png,15,1,3,5
05164.png,6,1,2,3
05165.png,6,1,2,3
05166.png,48,2,4,6
05167.png,40,2,4,5
05168.png,36,2,3,6
05169.png,20,1,4,5
05170.png,48,2,4,6
05171.png,10,1,2,5
05172.png,20,1,4,5
05173.png,120,4,5,6
05174.png,8,1,2,4
05175.png,15,1,3,5
05176.png,30,1,5,6
05177.png,120,4,5,6
05178.png,30,1,5,6
05179.png,120,4,5,6
05180.png,6,1,2,3
05181.png,36,2,3,6
05182.png,36,2,3,6
05183.png,18,1,3,6
05184.png,72,3,4,6
05185.png,15,1,3,5
05186.png,120,4,5,6
05187.png,15,1,3,5
05188.png,6,1,2,3
05189.png,8,1,2,4
05190.png,20,1,4,5
05191.png,8,1,2,4
05192.png,40,2,4,5
05193.png,20,1,4,5
05194.png,15,1,3,5
05195.png,120,4,5,6
05196.png,40,2,4,5
05197.png,10,1,2,5
05198.png,8,1,2,4
05199.png,120,4,5,6
05200.png,12,1,3,4
05201.png,24,2,3,4
05202.png,40,2,4,5
05203.png,18,1,3,6
05204.png,10,1,2,5
05205.png,72,3,4,6
05206.png,6,1,2,3
05207.png,120,4,5,6
05208.png,24,2,3,4
05209.png,10,1,2,5
05210.png,18,1,3,6
05211.png,36,2,3,6
05212.png,48,2,4,6
05213.png,72,3,4,6
05214.png,6,1,2,3
05215.png,15,1,3,5
05216.png,30,1,5,6
05217.png,120,4,5,6
05218.png,6,1,2,3
05219.png,40,2,4,5
05220.png,18,1,3,6
05221.png,30,1,5,6
05222.png,8,1,2,4
05223.png,6,1,2,3
05224.png,72,3,4,6
05225.png,30,1,5,6
05226.png,48,2,4,6
05227.png,48,2,4,6
05228.png,60,2,5,6
05229.png,20,1,4,5
05230.png,10,1,2,5
05231.png,120,4,5,6
05232.png,30,1,5,6
05233.png,15,1,3,5
05234.png,6,1,2,3
05235.png,72,3,4,6
05236.png,120,4,5,6
05237.png,48,2,4,6
05238.png,12,1,3,4
05239.png,90,3,5,6
05240.png,90,3,5,6
05241.png,6,1,2,3
05242.png,18,1,3,6
05243.png,60,2,5,6
05244.png,20,1,4,5
05245.png,18,1,3,6
05246.png,6,1,2,3
05247.png,6,1,2,3
05248.png,20,1,4,5
05249.png,40,2,4,5
05250.png,20,1,4,5
05251.png,10,1,2,5
05252.png,24,2,3,4
05253.png,120,4,5,6
05254.png,10,1,2,5
05255.png,10,1,2,5
05256.png,24,2,3,4
05257.png,48,2,4,6
05258.png,36,2,3,6
05259.png,18,1,3,6
05260.png,90,3,5,6
05261.png,120,4,5,6
05262.png,120,4,5,6
05263.png,60,2,5,6
05264.png,40,2,4,5
05265.png,36,2,3,6
05266.png,20,1,4,5
05267.png,8,1,2,4
05268.png,24,2,3,4
05269.png,90,3,5,6
05270.png,30,1,5,6
05271.png,90,3,5,6
05272.png,18,1,3,6
05273.png,120,4,5,6
05274.png,120,4,5,6
05275.png,36,2,3,6
05276.png,10,1,2,5
05277.png,72,3,4,6
05278.png,20,1,4,5
05279.png,24,2,3,4
05280.png,72,3,4,6
05281.png,6,1,2,3
05282.png,15,1,3,5
05283.png,8,1,2,4
05284.png,120,4,5,6
05285.png,20,1,4,5
05286.png,12,1,3,4
05287.png,20,1,4,5
05288.png,90,3,5,6
05289.png,40,2,4,5
05290.png,6,1,2,3
05291.png,12,1,3,4
05292.png,36,2,3,6
05293.png,6,1,2,3
05294.png,120,4,5,6
05295.png,120,4,5,6
05296.png,10,1,2,5
05297.png,90,3,5,6
05298.png,10,1,2,5
05299.png,48,2,4,6
05300.png,10,1,2,5
05301.png,120,4,5,6
05302.png,36,2,3,6
05303.png,15,1,3,5
05304.png,120,4,5,6
05305.png,15,1,3,5
05306.png,24,2,3,4
05307.png,12,1,3,4
05308.png,8,1,2,4
05309.png,72,3,4,6
05310.png,12,1,3,4
05311.png,10,1,2,5
05312.png,12,1,3,4
05313.png,20,1,4,5
05314.png,36,2,3,6
05315.png,10,1,2,5
05316.png,60,2,5,6
05317.png,20,1,4,5
05318.png,48,2,4,6
05319.png,10,1,2,5
05320.png,6,1,2,3
05321.png,40,2,4,5
05322.png,48,2,4,6
05323.png,10,1,2,5
05324.png,30,1,5,6
05325.png,120,4,5,6
05326.png,8,1,2,4
05327.png,12,1,3,4
05328.png,36,2,3,6
05329.png,120,4,5,6
05330.png,10,1,2,5
05331.png,6,1,2,3
05332.png,30,1,5,6
05333.png,6,1,2,3
05334.png,24,2,3,4
05335.png,8,1,2,4
05336.png,120,4,5,6
05337.png,72,3,4,6
05338.png,20,1,4,5
05339.png,72,3,4,6
05340.png,48,2,4,6
05341.png,120,4,5,6
05342.png,60,2,5,6
05343.png,72,3,4,6
05344.png,72,3,4,6
05345.png,6,1,2,3
05346.png,90,3,5,6
05347.png,120,4,5,6
05348.png,24,2,3,4
05349.png,8,1,2,4
05350.png,6,1,2,3
05351.png,72,3,4,6
05352.png,72,3,4,6
05353.png,120,4,5,6
05354.png,20,1,4,5
05355.png,10,1,2,5
05356.png,6,1,2,3
05357.png,36,2,3,6
05358.png,120,4,5,6
05359.png,8,1,2,4
05360.png,60,2,5,6
05361.png,30,1,5,6
05362.png,20,1,4,5
05363.png,6,1,2,3
05364.png,12,1,3,4
05365.png,120,4,5,6
05366.png,15,1,3,5
05367.png,40,2,4,5
05368.png,120,4,5,6
05369.png,48,2,4,6
05370.png,20,1,4,5
05371.png,120,4,5,6
05372.png,120,4,5,6
05373.png,20,1,4,5
05374.png,6,1,2,3
05375.png,15,1,3,5
05376.png,10,1,2,5
05377.png,10,1,2,5
05378.png,10,1,2,5
05379.png,120,4,5,6
05380.png,18,1,3,6
05381.png,72,3,4,6
05382.png,6,1,2,3
05383.png,120,4,5,6
05384.png,40,2,4,5
05385.png,6,1,2,3
05386.png,15,1,3,5
05387.png,36,2,3,6
05388.png,90,3,5,6
05389.png,36,2,3,6
05390.png,72,3,4,6
05391.png,60,2,5,6
05392.png,12,1,3,4
05393.png,18,1,3,6
05394.png,6,1,2,3
05395.png,20,1,4,5
05396.png,30,1,5,6
05397.png,48,2,4,6
05398.png,6,1,2,3
05399.png,12,1,3,4
05400.png,48,2,4,6
05401.png,8,1,2,4
05402.png,72,3,4,6
05403.png,20,1,4,5
05404.png,15,1,3,5
05405.png,20,1,4,5
05406.png,36,2,3,6
05407.png,120,4,5,6
05408.png,48,2,4,6
05409.png,18,1,3,6
05410.png,20,1,4,5
05411.png,120,4,5,6
05412.png,24,2,3,4
05413.png,40,2,4,5
05414.png,60,2,5,6
05415.png,15,1,3,5
05416.png,90,3,5,6
05417.png,40,2,4,5
05418.png,6,1,2,3
05419.png,120,4,5,6
05420.png,18,1,3,6
05421.png,10,1,2,5
05422.png,72,3,4,6
05423.png,8,1,2,4
05424.png,12,1,3,4
05425.png,6,1,2,3
05426.png,72,3,4,6
05427.png,6,1,2,3
05428.png,6,1,2,3
05429.png,48,2,4,6
05430.png,20,1,4,5
05431.png,6,1,2,3
05432.png,120,4,5,6
05433.png,120,4,5,6
05434.png,20,1,4,5
05435.png,12,1,3,4
05436.png,6,1,2,3
05437.png,8,1,2,4
05438.png,72,3,4,6
05439.png,120,4,5,6
05440.png,8,1,2,4
05441.png,15,1,3,5
05442.png,30,1,5,6
05443.png,10,1,2,5
05444.png,90,3,5,6
05445.png,120,4,5,6
05446.png,72,3,4,6
05447.png,48,2,4,6
05448.png,48,2,4,6
05449.png,6,1,2,3
05450.png,8,1,2,4
05451.png,8,1,2,4
05452.png,48,2,4,6
05453.png,10,1,2,5
05454.png,18,1,3,6
05455.png,20,1,4,5
05456.png,15,1,3,5
05457.png,72,3,4,6
05458.png,120,4,5,6
05459.png,120,4,5,6
05460.png,10,1,2,5
05461.png,40,2,4,5
05462.png,72,3,4,6
05463.png,120,4,5,6
05464.png,18,1,3,6
05465.png,30,1,5,6
05466.png,12,1,3,4
05467.png,8,1,2,4
05468.png,72,3,4,6
05469.png,20,1,4,5
05470.png,40,2,4,5
05471.png,10,1,2,5
05472.png,40,2,4,5
05473.png,120,4,5,6
05474.png,8,1,2,4
05475.png,36,2,3,6
05476.png,120,4,5,6
05477.png,36,2,3,6
05478.png,10,1,2,5
05479.png,10,1,2,5
05480.png,6,1,2,3
05481.png,24,2,3,4
05482.png,90,3,5,6
05483.png,6,1,2,3
05484.png,72,3,4,6
05485.png,40,2,4,5
05486.png,60,2,5,6
05487.png,6,1,2,3
05488.png,36,2,3,6
05489.png,40,2,4,5
05490.png,20,1,4,5
05491.png,120,4,5,6
05492.png,12,1,3,4
05493.png,15,1,3,5
05494.png,10,1,2,5
05495.png,90,3,5,6
05496.png,15,1,3,5
05497.png,120,4,5,6
05498.png,120,4,5,6
05499.png,120,4,5,6
05500.png,20,1,4,5
05501.png,6,1,2,3
05502.png,30,1,5,6
05503.png,15,1,3,5
05504.png,10,1,2,5
05505.png,36,2,3,6
05506.png,36,2,3,6
05507.png,36,2,3,6
05508.png,6,1,2,3
05509.png,90,3,5,6
05510.png,6,1,2,3
05511.png,72,3,4,6
05512.png,48,2,4,6
05513.png,20,1,4,5
05514.png,120,4,5,6
05515.png,36,2,3,6
05516.png,10,1,2,5
05517.png,120,4,5,6
05518.png,60,2,5,6
05519.png,6,1,2,3
05520.png,6,1,2,3
05521.png,20,1,4,5
05522.png,18,1,3,6
05523.png,72,3,4,6
05524.png,6,1,2,3
05525.png,6,1,2,3
05526.png,90,3,5,6
05527.png,6,1,2,3
05528.png,40,2,4,5
05529.png,90,3,5,6
05530.png,30,1,5,6
05531.png,120,4,5,6
05532.png,48,2,4,6
05533.png,120,4,5,6
05534.png,6,1,2,3
05535.png,72,3,4,6
05536.png,15,1,3,5
05537.png,20,1,4,5
05538.png,8,1,2,4
05539.png,12,1,3,4
05540.png,20,1,4,5
05541.png,18,1,3,6
05542.png,72,3,4,6
05543.png,120,4,5,6
05544.png,10,1,2,5
05545.png,6,1,2,3
05546.png,90,3,5,6
05547.png,40,2,4,5
05548.png,8,1,2,4
05549.png,72,3,4,6
05550.png,120,4,5,6
05551.png,6,1,2,3
05552.png,120,4,5,6
05553.png,8,1,2,4
05554.png,12,1,3,4
05555.png,20,1,4,5
05556.png,8,1,2,4
05557.png,36,2,3,6
05558.png,90,3,5,6
05559.png,30,1,5,6
05560.png,40,2,4,5
05561.png,24,2,3,4
05562.png,20,1,4,5
05563.png,6,1,2,3
05564.png,18,1,3,6
05565.png,60,2,5,6
05566.png,120,4,5,6
05567.png,8,1,2,4
05568.png,8,1,2,4
05569.png,15,1,3,5
05570.png,10,1,2,5
05571.png,90,3,5,6
05572.png,20,1,4,5
05573.png,72,3,4,6
05574.png,10,1,2,5
05575.png,12,1,3,4
05576.png,20,1,4,5
05577.png,15,1,3,5
05578.png,48,2,4,6
05579.png,72,3,4,6
05580.png,120,4,5,6
05581.png,72,3,4,6
05582.png,120,4,5,6
05583.png,6,1,2,3
05584.png,18,1,3,6
05585.png,36,2,3,6
05586.png,72,3,4,6
05587.png,90,3,5,6
05588.png,20,1,4,5
05589.png,6,1,2,3
05590.png,120,4,5,6
05591.png,30,1,5,6
05592.png,6,1,2,3
05593.png,120,4,5,6
05594.png,8,1,2,4
05595.png,6,1,2,3
05596.png,6,1,2,3
05597.png,10,1,2,5
05598.png,15,1,3,5
05599.png,36,2,3,6
05600.png,120,4,5,6
05601.png,36,2,3,6
05602.png,120,4,5,6
05603.png,6,1,2,3
05604.png,120,4,5,6
05605.png,6,1,2,3
05606.png,120,4,5,6
05607.png,8,1,2,4
05608.png,48,2,4,6
05609.png,40,2,4,5
05610.png,10,1,2,5
05611.png,10,1,2,5
05612.png,10,1,2,5
05613.png,90,3,5,6
05614.png,20,1,4,5
05615.png,15,1,3,5
05616.png,20,1,4,5
05617.png,72,3,4,6
05618.png,15,1,3,5
05619.png,120,4,5,6
05620.png,8,1,2,4
05621.png,8,1,2,4
05622.png,72,3,4,6
05623.png,6,1,2,3
05624.png,15,1,3,5
05625.png,6,1,2,3
05626.png,36,2,3,6
05627.png,10,1,2,5
05628.png,8,1,2,4
05629.png,6,1,2,3
05630.png,36,2,3,6
05631.png,15,1,3,5
05632.png,10,1,2,5
05633.png,90,3,5,6
05634.png,24,2,3,4
05635.png,6,1,2,3
05636.png,40,2,4,5
05637.png,30,1,5,6
05638.png,120,4,5,6
05639.png,18,1,3,6
05640.png,36,2,3,6
05641.png,24,2,3,4
05642.png,40,2,4,5
05643.png,10,1,2,5
05644.png,10,1,2,5
05645.png,18,1,3,6
05646.png,6,1,2,3
05647.png,30,1,5,6
05648.png,6,1,2,3
05649.png,10,1,2,5
05650.png,120,4,5,6
05651.png,6,1,2,3
05652.png,90,3,5,6
05653.png,48,2,4,6
05654.png,40,2,4,5
05655.png,60,2,5,6
05656.png,15,1,3,5
05657.png,90,3,5,6
05658.png,120,4,5,6
05659.png,90,3,5,6
05660.png,40,2,4,5
05661.png,40,2,4,5
05662.png,6,1,2,3
05663.png,6,1,2,3
05664.png,15,1,3,5
05665.png,15,1,3,5
05666.png,72,3,4,6
05667.png,40,2,4,5
05668.png,36,2,3,6
05669.png,36,2,3,6
05670.png,20,1,4,5
05671.png,120,4,5,6
05672.png,20,1,4,5
05673.png,120,4,5,6
05674.png,90,3,5,6
05675.png,18,1,3,6
05676.png,8,1,2,4
05677.png,10,1,2,5
05678.png,6,1,2,3
05679.png,15,1,3,5
05680.png,24,2,3,4
05681.png,18,1,3,6
05682.png,20,1,4,5
05683.png,72,3,4,6
05684.png,10,1,2,5
05685.png,10,1,2,5
05686.png,60,2,5,6
05687.png,6,1,2,3
05688.png,48,2,4,6
05689.png,90,3,5,6
05690.png,120,4,5,6
05691.png,48,2,4,6
05692.png,15,1,3,5
05693.png,40,2,4,5
05694.png,30,1,5,6
05695.png,10,1,2,5
05696.png,18,1,3,6
05697.png,30,1,5,6
05698.png,90,3,5,6
05699.png,72,3,4,6
05700.png,20,1,4,5
05701.png,12,1,3,4
05702.png,72,3,4,6
05703.png,10,1,2,5
05704.png,72,3,4,6
05705.png,36,2,3,6
05706.png,40,2,4,5
05707.png,20,1,4,5
05708.png,72,3,4,6
05709.png,20,1,4,5
05710.png,6,1,2,3
05711.png,120,4,5,6
05712.png,10,1,2,5
05713.png,36,2,3,6
05714.png,60,2,5,6
05715.png,10,1,2,5
05716.png,36,2,3,6
05717.png,12,1,3,4
05718.png,15,1,3,5
05719.png,90,3,5,6
05720.png,30,1,5,6
05721.png,6,1,2,3
05722.png,30,1,5,6
05723.png,120,4,5,6
05724.png,30,1,5,6
05725.png,24,2,3,4
05726.png,120,4,5,6
05727.png,15,1,3,5
05728.png,12,1,3,4
05729.png,8,1,2,4
05730.png,40,2,4,5
05731.png,72,3,4,6
05732.png,12,1,3,4
05733.png,8,1,2,4
05734.png,24,2,3,4
05735.png,15,1,3,5
05736.png,20,1,4,5
05737.png,120,4,5,6
05738.png,60,2,5,6
05739.png,20,1,4,5
05740.png,18,1,3,6
05741.png,120,4,5,6
05742.png,10,1,2,5
05743.png,48,2,4,6
05744.png,120,4,5,6
05745.png,120,4,5,6
05746.png,36,2,3,6
05747.png,12,1,3,4
05748.png,8,1,2,4
05749.png,36,2,3,6
05750.png,48,2,4,6
05751.png,120,4,5,6
05752.png,8,1,2,4
05753.png,6,1,2,3
05754.png,72,3,4,6
05755.png,18,1,3,6
05756.png,40,2,4,5
05757.png,6,1,2,3
05758.png,18,1,3,6
05759.png,36,2,3,6
05760.png,48,2,4,6
05761.png,36,2,3,6
05762.png,8,1,2,4
05763.png,8,1,2,4
05764.png,40,2,4,5
05765.png,48,2,4,6
05766.png,18,1,3,6
05767.png,30,1,5,6
05768.png,120,4,5,6
05769.png,120,4,5,6
05770.png,6,1,2,3
05771.png,6,1,2,3
05772.png,15,1,3,5
05773.png,20,1,4,5
05774.png,60,2,5,6
05775.png,120,4,5,6
05776.png,8,1,2,4
05777.png,20,1,4,5
05778.png,10,1,2,5
05779.png,24,2,3,4
05780.png,90,3,5,6
05781.png,120,4,5,6
05782.png,20,1,4,5
05783.png,36,2,3,6
05784.png,48,2,4,6
05785.png,72,3,4,6
05786.png,10,1,2,5
05787.png,90,3,5,6
05788.png,36,2,3,6
05789.png,10,1,2,5
05790.png,60,2,5,6
05791.png,120,4,5,6
05792.png,6,1,2,3
05793.png,6,1,2,3
05794.png,20,1,4,5
05795.png,120,4,5,6
05796.png,120,4,5,6
05797.png,48,2,4,6
05798.png,12,1,3,4
05799.png,40,2,4,5
05800.png,12,1,3,4
05801.png,8,1,2,4
05802.png,10,1,2,5
05803.png,15,1,3,5
05804.png,20,1,4,5
05805.png,24,2,3,4
05806.png,8,1,2,4
05807.png,72,3,4,6
05808.png,18,1,3,6
05809.png,20,1,4,5
05810.png,10,1,2,5
05811.png,10,1,2,5
05812.png,10,1,2,5
05813.png,72,3,4,6
05814.png,12,1,3,4
05815.png,120,4,5,6
05816.png,20,1,4,5
05817.png,72,3,4,6
05818.png,60,2,5,6
05819.png,10,1,2,5
05820.png,48,2,4,6
05821.png,12,1,3,4
05822.png,72,3,4,6
05823.png,36,2,3,6
05824.png,72,3,4,6
05825.png,36,2,3,6
05826.png,6,1,2,3
05827.png,48,2,4,6
05828.png,15,1,3,5
05829.png,6,1,2,3
05830.png,6,1,2,3
05831.png,8,1,2,4
05832.png,60,2,5,6
05833.png,24,2,3,4
05834.png,18,1,3,6
05835.png,30,1,5,6
05836.png,72,3,4,6
05837.png,6,1,2,3
05838.png,6,1,2,3
05839.png,6,1,2,3
05840.png,36,2,3,6
05841.png,40,2,4,5
05842.png,20,1,4,5
05843.png,120,4,5,6
05844.png,15,1,3,5
05845.png,72,3,4,6
05846.png,20,1,4,5
05847.png,6,1,2,3
05848.png,8,1,2,4
05849.png,72,3,4,6
05850.png,12,1,3,4
05851.png,30,1,5,6
05852.png,6,1,2,3
05853.png,15,1,3,5
05854.png,120,4,5,6
05855.png,6,1,2,3
05856.png,24,2,3,4
05857.png,10,1,2,5
05858.png,8,1,2,4
05859.png,6,1,2,3
05860.png,12,1,3,4
05861.png,36,2,3,6
05862.png,24,2,3,4
05863.png,120,4,5,6
05864.png,20,1,4,5
05865.png,20,1,4,5
05866.png,10,1,2,5
05867.png,18,1,3,6
05868.png,8,1,2,4
05869.png,20,1,4,5
05870.png,72,3,4,6
05871.png,120,4,5,6
05872.png,10,1,2,5
05873.png,36,2,3,6
05874.png,6,1,2,3
05875.png,6,1,2,3
05876.png,90,3,5,6
05877.png,18,1,3,6
05878.png,8,1,2,4
05879.png,36,2,3,6
05880.png,15,1,3,5
05881.png,6,1,2,3
05882.png,36,2,3,6
05883.png,12,1,3,4
05884.png,20,1,4,5
05885.png,20,1,4,5
05886.png,120,4,5,6
05887.png,6,1,2,3
05888.png,36,2,3,6
05889.png,24,2,3,4
05890.png,10,1,2,5
05891.png,10,1,2,5
05892.png,48,2,4,6
05893.png,120,4,5,6
05894.png,40,2,4,5
05895.png,120,4,5,6
05896.png,90,3,5,6
05897.png,60,2,5,6
05898.png,36,2,3,6
05899.png,6,1,2,3
05900.png,20,1,4,5
05901.png,20,1,4,5
05902.png,20,1,4,5
05903.png,60,2,5,6
05904.png,48,2,4,6
05905.png,72,3,4,6
05906.png,15,1,3,5
05907.png,72,3,4,6
05908.png,120,4,5,6
05909.png,10,1,2,5
05910.png,10,1,2,5
05911.png,120,4,5,6
05912.png,120,4,5,6
05913.png,18,1,3,6
05914.png,8,1,2,4
05915.png,8,1,2,4
05916.png,18,1,3,6
05917.png,72,3,4,6
05918.png,20,1,4,5
05919.png,90,3,5,6
05920.png,6,1,2,3
05921.png,12,1,3,4
05922.png,20,1,4,5
05923.png,120,4,5,6
05924.png,24,2,3,4
05925.png,6,1,2,3
05926.png,120,4,5,6
05927.png,20,1,4,5
05928.png,8,1,2,4
05929.png,6,1,2,3
05930.png,36,2,3,6
05931.png,15,1,3,5
05932.png,40,2,4,5
05933.png,40,2,4,5
05934.png,60,2,5,6
05935.png,10,1,2,5
05936.png,8,1,2,4
05937.png,36,2,3,6
05938.png,10,1,2,5
05939.png,8,1,2,4
05940.png,72,3,4,6
05941.png,15,1,3,5
05942.png,48,2,4,6
05943.png,6,1,2,3
05944.png,120,4,5,6
05945.png,6,1,2,3
05946.png,10,1,2,5
05947.png,60,2,5,6
05948.png,8,1,2,4
05949.png,36,2,3,6
05950.png,18,1,3,6
05951.png,10,1,2,5
05952.png,18,1,3,6
05953.png,6,1,2,3
05954.png,36,2,3,6
05955.png,24,2,3,4
05956.png,12,1,3,4
05957.png,36,2,3,6
05958.png,48,2,4,6
05959.png,120,4,5,6
05960.png,6,1,2,3
05961.png,6,1,2,3
05962.png,6,1,2,3
05963.png,6,1,2,3
05964.png,36,2,3,6
05965.png,36,2,3,6
05966.png,120,4,5,6
05967.png,30,1,5,6
05968.png,72,3,4,6
05969.png,48,2,4,6
05970.png,40,2,4,5
05971.png,36,2,3,6
05972.png,36,2,3,6
05973.png,40,2,4,5
05974.png,120,4,5,6
05975.png,60,2,5,6
05976.png,72,3,4,6
05977.png,20,1,4,5
05978.png,8,1,2,4
05979.png,10,1,2,5
05980.png,20,1,4,5
05981.png,36,2,3,6
05982.png,60,2,5,6
05983.png,15,1,3,5
05984.png,90,3,5,6
05985.png,6,1,2,3
05986.png,6,1,2,3
05987.png,48,2,4,6
05988.png,24,2,3,4
05989.png,30,1,5,6
05990.png,120,4,5,6
05991.png,36,2,3,6
05992.png,20,1,4,5
05993.png,48,2,4,6
05994.png,10,1,2,5
05995.png,90,3,5,6
05996.png,15,1,3,5
05997.png,48,2,4,6
05998.png,20,1,4,5
05999.png,120,4,5,6
06000.png,120,4,5,6
06001.png,40,2,4,5
06002.png,18,1,3,6
06003.png,12,1,3,4
06004.png,72,3,4,6
06005.png,36,2,3,6
06006.png,48,2,4,6
06007.png,20,1,4,5
06008.png,6,1,2,3
06009.png,120,4,5,6
